Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
2393,17344,7/19/2010,Critical,40,2405.4575,0.01,Regular Air,571.54,65.99,7.69,Rob Dowd,British Columbia,West,Corporate,Technology,Telephones and Communication,5190,Small Box,0.59,7/21/2010
2777,20038,2/26/2010,Low,42,173.44,0.05,Regular Air,-172.40,4.14,6.6,Sally Knutson,British Columbia,West,Consumer,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories,Small Box,0.49,2/28/2010
2902,20961,1/14/2010,Not Specified,34,6607.92,0.06,Regular Air,1462.72,199.99,24.49,Lela Donovan,British Columbia,West,Corporate,Technology,Copiers and Fax,Canon PC-428 Personal Copier,Large Box,0.46,1/16/2010
3014,21671,6/15/2010,High,15,670.94,0.02,Regular Air,87.51,45.19,1.99,Thomas Brumley,British Columbia,West,Consumer,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,6/18/2010
3238,23207,10/22/2010,Critical,11,336.91,0.1,Regular Air,42.50,30.98,8.74,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1979,Small Box,0.4,10/23/2010
3488,24833,7/16/2010,Not Specified,45,5205.83,0.08,Delivery Truck,-818.77,124.49,51.94,Sally Knutson,British Columbia,West,Small Business,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,7/18/2010
3618,25830,5/6/2010,Low,5,25.34,0.1,Regular Air,-21.29,4.06,6.89,Justin Hirsh,British Columbia,West,Consumer,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire¨ Vibra Groomer I¨ Upright Vac,Small Box,0.6,5/6/2010
3619,25830,5/6/2010,Low,11,178.57,0.05,Regular Air,-37.39,15.28,10.91,Justin Hirsh,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,Recycled Premium Regency Composition Covers,Small Box,0.36,5/11/2010
3687,26368,7/15/2010,Medium,25,1809.0125,0.01,Regular Air,795.05,85.99,2.5,Shahid Shariari,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory12,Small Box,0.35,7/17/2010
4091,29185,1/20/2010,High,8,468.49,0.03,Regular Air,-6.37,56.96,13.22,Rob Dowd,British Columbia,West,Corporate,Office Supplies,Appliances,"Conquestª 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.56,1/21/2010
4092,29185,1/20/2010,High,48,446.53,0.04,Express Air,-261.45,8.37,10.16,Rob Dowd,British Columbia,West,Corporate,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Large Box,0.59,1/22/2010
4093,29185,1/20/2010,High,5,217.85,0.02,Express Air,-25.31,40.99,17.48,Rob Dowd,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1893,Small Box,0.36,1/22/2010
4143,29408,5/2/2010,Not Specified,44,4260.73,0.07,Delivery Truck,251.58,119.99,56.14,Neil Knudson,British Columbia,West,Home Office,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39,5/3/2010
4238,30149,12/12/2010,Medium,8,16.47,0.1,Regular Air,-6.82,2.08,1.49,Mark Cousins,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,12/13/2010
4239,30149,12/12/2010,Medium,5,173.62,0.09,Delivery Truck,-88.64,33.94,19.19,Mark Cousins,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,0.58,12/14/2010
4240,30149,12/12/2010,Medium,50,690.97,0.03,Regular Air,-16.94,13.79,8.78,Mark Cousins,British Columbia,West,Corporate,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box,0.43,12/15/2010
4471,31872,9/6/2010,Low,34,2833.19,0.06,Express Air,1409.87,83.98,5.01,Vicky Freymann,British Columbia,West,Home Office,Office Supplies,Envelopes,Ames Color-File¨ Green Diamond Border X-ray Mailers,Small Box,0.38,9/10/2010
4472,31872,9/6/2010,Low,30,4452.65,0.09,Delivery Truck,-265.12,159.31,60,Vicky Freymann,British Columbia,West,Home Office,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum,0.55,9/10/2010
5121,36480,8/22/2010,Medium,44,1190.8,0.07,Regular Air,502.49,28.53,1.49,Lela Donovan,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,8/23/2010
5174,36805,12/14/2010,Medium,7,263.8,0,Regular Air,165.33,34.23,5.02,Shahid Shariari,British Columbia,West,Corporate,Furniture,Office Furnishings,Hand-Finished Solid Wood Document Frame,Small Box,0.55,12/16/2010
5175,36805,12/14/2010,Medium,28,1546.3965,0.07,Express Air,226.72,65.99,5.26,Shahid Shariari,British Columbia,West,Corporate,Technology,Telephones and Communication,g520,Small Box,0.59,12/16/2010
5255,37410,10/12/2010,Medium,45,18775.76,0.03,Delivery Truck,8504.47,400.97,48.26,Chuck Clark,British Columbia,West,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box,0.36,10/14/2010
5683,40164,4/10/2010,Not Specified,8,184.07,0.04,Regular Air,75.63,22.98,7.58,Chuck Clark,British Columbia,West,Corporate,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,4/12/2010
5856,41569,7/21/2010,Critical,16,60.76,0.03,Regular Air,5.25,3.7,1.61,Khloe Miller,British Columbia,West,Corporate,Furniture,Office Furnishings,3M Hangers With Command Adhesive,Wrap Bag,0.44,7/23/2010
5866,41633,11/9/2010,Low,29,3636.91,0,Delivery Truck,-1284.24,122.99,70.2,Bill Eplett,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,11/9/2010
5936,42112,12/24/2010,Not Specified,16,2744.361,0.01,Regular Air,201.03,195.99,8.99,Bill Eplett,British Columbia,West,Corporate,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,12/26/2010
6061,42947,8/26/2010,Low,5,177.05,0,Regular Air,-50.67,35.41,1.99,Patrick O'Brill,British Columbia,West,Home Office,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack,0.43,8/28/2010
6228,44098,1/27/2010,Low,1,5.06,0.01,Regular Air,-2.64,3.14,1.92,John Grady,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,1/31/2010
6578,46849,12/13/2010,Not Specified,23,188.54,0.09,Regular Air,9.82,8.33,1.99,Sarah Bern,Nova Scotia,Atlantic,Corporate,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,12/14/2010
6683,47527,9/17/2010,Medium,48,12072.9,0.04,Delivery Truck,3064.51,243.98,43.32,Greg Maxwell,Nova Scotia,Atlantic,Home Office,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,9/18/2010
6707,47750,6/15/2010,Low,1,195.04,0.08,Regular Air,-149.41,167.27,35,Sally Knutson,Nova Scotia,Atlantic,Corporate,Office Supplies,Storage & Organization,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box,0.85,6/15/2010
6797,48452,10/9/2010,High,32,1859.01,0.09,Delivery Truck,-588.90,60.98,30,Giulietta Weimer,Nova Scotia,Atlantic,Corporate,Furniture,Chairs & Chairmats,Novimex Fabric Task Chair,Jumbo Drum,0.7,10/11/2010
6798,48452,10/9/2010,High,19,1781.11,0.1,Regular Air,51.44,99.99,19.99,Giulietta Weimer,Nova Scotia,Atlantic,Corporate,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,0.5,10/9/2010
6799,48452,10/9/2010,High,44,185.32,0.03,Regular Air,-192.56,4.18,6.92,Giulietta Weimer,Nova Scotia,Atlantic,Corporate,Furniture,Office Furnishings,"Eldon¨ Image Series Desk Accessories, Burgundy",Small Box,0.49,10/10/2010
6800,48452,10/9/2010,High,15,73.41,0.08,Regular Air,-44.79,4.91,4.97,Giulietta Weimer,Nova Scotia,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38,10/11/2010
6801,48452,10/9/2010,High,28,43.66,0.04,Regular Air,5.77,1.48,0.7,Giulietta Weimer,Nova Scotia,Atlantic,Corporate,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,10/11/2010
7428,52933,8/26/2010,Low,44,210.46,0.03,Express Air,50.04,4.49,1.49,Liz Price,Nova Scotia,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,Avery Non-Stick Binders,Small Box,0.39,9/2/2010
7437,53025,3/17/2010,Critical,32,195.57,0.09,Regular Air,-132.93,5.98,7.5,Justin Hirsh,Nova Scotia,Atlantic,Consumer,Office Supplies,Paper,Xerox 1920,Small Box,0.4,3/18/2010
7587,54304,2/17/2010,High,11,558.62,0.03,Regular Air,118.32,48.58,3.99,Justin Hirsh,Nova Scotia,Atlantic,Consumer,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box,0.56,2/19/2010
7875,56321,4/16/2010,Critical,24,135.88,0.1,Regular Air,-75.39,5.8,5.59,Shahid Shariari,Nova Scotia,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,Wilson Jones ÒSnapÓ Scratch Pad Binder Tool for Ring Binders,Small Box,0.4,4/18/2010
7919,56610,3/7/2010,Medium,20,857.95,0.08,Express Air,51.85,43.22,4,Justin Hirsh,Nova Scotia,Atlantic,Consumer,Technology,Computer Peripherals,"Fellowes Mobile Numeric Keypad, Graphite",Small Box,0.64,3/7/2010
8020,57314,10/12/2010,Low,22,846.35,0.04,Express Air,341.53,37.94,5.08,Patrick O'Brill,Nova Scotia,Atlantic,Home Office,Office Supplies,Paper,"Snap-A-Way¨ Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,10/16/2010
8021,57314,10/12/2010,Low,26,1976.3945,0,Regular Air,473.36,85.99,2.79,Patrick O'Brill,Nova Scotia,Atlantic,Home Office,Technology,Telephones and Communication,6340,Small Box,0.58,10/19/2010
8240,58913,5/11/2010,Medium,23,144.55,0.07,Regular Air,-60.17,6.48,5.94,Sarah Bern,Nova Scotia,Atlantic,Corporate,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box,0.37,5/13/2010
37,229,12/28/2010,Critical,43,586.11,0.11,Regular Air,98.44,12.64,4.98,Matt Abelman,Nova Scotia,Atlantic,Consumer,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,0.48,12/30/2010
246,1699,12/29/2010,Critical,40,430.88,0.05,Regular Air,39.00,11.09,5.25,Art Ferguson,Nova Scotia,Atlantic,Corporate,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,Small Box,0.36,3/23/2011
382,2656,5/3/2010,Critical,3,523.11,0.05,Delivery Truck,-214.53,159.31,60,Nathan Cano,Nova Scotia,Atlantic,Consumer,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum,0.55,5/4/2010
383,2656,5/3/2010,Critical,29,913.41,0.01,Regular Air,237.14,35.99,1.25,Nathan Cano,Nova Scotia,Atlantic,Consumer,Technology,Telephones and Communication,Accessory13,Small Pack,0.57,5/5/2010
638,4487,2/22/2010,Medium,50,325.24,0.05,Regular Air,-79.42,6.54,5.27,Scott Williamson,Nova Scotia,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones¨ Four-Pocket Poly Binders,Small Box,0.36,2/23/2010
713,5061,8/13/2010,Critical,4,12.8,0,Regular Air,-2.21,2.88,0.7,Sean Wendt,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 346,Wrap Bag,0.56,8/15/2010
967,7015,10/12/2010,Not Specified,47,1880.8,0.07,Regular Air,775.88,40.98,1.99,Matt Abelman,Nova Scotia,Atlantic,Home Office,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44,10/14/2010
968,7015,10/12/2010,Not Specified,42,7143.927,0.02,Express Air,2374.73,195.99,4.2,Matt Abelman,Nova Scotia,Atlantic,Home Office,Technology,Telephones and Communication,T65,Small Box,0.56,10/13/2010
1775,12710,8/17/2010,Critical,37,2116.62,0.06,Regular Air,745.45,55.98,13.88,John Castell,Nova Scotia,Atlantic,Small Business,Office Supplies,Paper,Xerox 1882,Small Box,0.36,8/17/2010
2009,14338,1/31/2010,Low,34,6580.16,0.1,Delivery Truck,2786.35,200.97,15.59,Mike Kennedy,Nova Scotia,Atlantic,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,0.36,2/7/2010
2021,14406,3/8/2010,Medium,37,5610.84,0.07,Regular Air,2366.51,150.98,13.99,Charles Sheldon,Nova Scotia,Atlantic,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,3/10/2010
2022,14406,3/8/2010,Medium,20,455.34,0.06,Delivery Truck,-932.55,20.98,53.03,Charles Sheldon,Nova Scotia,Atlantic,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,3/10/2010
2023,14406,3/8/2010,Medium,35,2329.646,0.1,Express Air,-310.24,85.99,0.99,Charles Sheldon,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,3/10/2010
2202,15878,11/4/2010,High,36,275.06,0.05,Regular Air,-237.87,7.28,11.15,Mike Kennedy,Nova Scotia,Atlantic,Corporate,Office Supplies,Paper,"Array¨ Parchment Paper, Assorted Colors",Small Box,0.37,11/6/2010
2823,20386,2/27/2010,Critical,35,41.23,0.09,Regular Air,-21.51,1.26,0.7,Mike Kennedy,Nova Scotia,Atlantic,Corporate,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81,2/27/2010
2839,20455,6/28/2010,Critical,7,381.1995,0.08,Express Air,-233.56,65.99,8.99,Dana Kaydos,Nova Scotia,Atlantic,Corporate,Technology,Telephones and Communication,V 3600 Series,Small Box,0.58,6/29/2010
3074,22053,8/21/2010,Critical,32,563.08,0.1,Regular Air,112.97,18.99,5.23,Sean Wendt,Nova Scotia,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Poly Designer Cover & Back,Small Box,0.37,8/23/2010
3111,22368,2/19/2010,Medium,5,192.12,0.04,Regular Air,-74.85,39.24,1.99,Sarah Jordon,Nova Scotia,Atlantic,Consumer,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,Small Pack,0.51,2/20/2010
3112,22368,2/19/2010,Medium,33,3917.61,0.08,Delivery Truck,40.76,119.99,56.14,Sarah Jordon,Nova Scotia,Atlantic,Consumer,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39,2/21/2010
3113,22368,2/19/2010,Medium,34,2788.04,0.01,Regular Air,-849.18,80.98,35,Sarah Jordon,Nova Scotia,Atlantic,Consumer,Office Supplies,Storage & Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",Large Box,0.83,2/20/2010
3842,27396,12/8/2010,Critical,14,138.31,0.07,Regular Air,-31.16,9.77,6.02,Sean Wendt,British Columbia,West,Corporate,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48,12/10/2010
4650,33122,6/19/2010,Low,21,8468.63,0,Delivery Truck,2819.96,400.97,48.26,Roland Black,British Columbia,West,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box,0.36,6/26/2010
4862,34599,3/3/2010,Low,26,191.55,0.08,Regular Air,7.17,7.7,3.68,John Castell,British Columbia,West,Small Business,Furniture,Office Furnishings,Deflect-O¨ Glasstiqueª Clear Desk Accessories,Wrap Bag,0.52,3/7/2010
4863,34599,3/3/2010,Low,29,938.86,0.05,Regular Air,22.21,30.98,17.08,John Castell,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 197,Small Box,0.4,3/7/2010
4879,34721,11/1/2010,Not Specified,46,503.17,0.01,Regular Air,-10.21,10.23,4.68,Bart Watters,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme¨ Box Cutter Scissors,Small Pack,0.59,11/2/2010
4889,34787,2/28/2010,Low,14,453.99,0.05,Regular Air,14.61,30.98,8.99,Sean Wendt,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,0.58,3/2/2010
4991,35522,10/25/2010,Low,27,2575.01,0.09,Regular Air,231.46,99.99,19.99,Michael Granlund,British Columbia,West,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,11/1/2010
5062,36099,9/17/2010,Low,32,85.49,0.08,Regular Air,5.72,2.88,0.7,Neil Ducich,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,9/22/2010
5063,36099,9/17/2010,Low,15,926.3,0.09,Regular Air,-503.80,64.65,35,Neil Ducich,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,9/22/2010
5437,38625,11/17/2010,Not Specified,28,2752,0.06,Express Air,336.47,99.99,19.99,Chad Sievert,British Columbia,West,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,11/19/2010
5438,38625,11/17/2010,Not Specified,12,72.82,0.02,Regular Air,5.03,5.98,2.5,Chad Sievert,British Columbia,West,Corporate,Office Supplies,Envelopes,Wausau Papers Astrobrights¨ Colored Envelopes,Small Box,0.36,11/19/2010
5695,40259,10/12/2010,Medium,4,29.05,0.08,Express Air,-20.90,4.98,4.32,Theone Pippenger,British Columbia,West,Corporate,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Small Pack,0.64,10/13/2010
6279,44450,10/9/2010,Critical,14,243.23,0.07,Regular Air,35.33,17.48,1.99,Sean Wendt,British Columbia,West,Corporate,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45,10/10/2010
6280,44450,10/9/2010,Critical,24,1326.51,0.03,Regular Air,58.17,65.99,8.99,Sean Wendt,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC Analog,Small Box,0.6,10/9/2010
6350,44999,1/22/2010,Medium,17,110.74,0.09,Regular Air,-70.31,6.48,7.49,Mike Kennedy,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 220,Small Box,0.37,1/23/2010
6376,45249,11/27/2010,Low,24,1155.5835,0.04,Regular Air,-127.00,55.99,5,Roland Black,Manitoba,Prarie,Small Business,Technology,Telephones and Communication,Accessory6,Small Pack,0.8,12/2/2010
6411,45570,8/9/2010,Critical,19,77.57,0,Regular Air,-67.49,3.58,5.47,Bart Watters,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,0.37,8/10/2010
6517,46375,8/26/2010,Medium,24,905.32,0.02,Regular Air,389.07,35.44,5.09,Parhena Norris,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 1932,Small Box,0.38,8/28/2010
6518,46375,8/26/2010,Medium,16,1702.499,0.08,Regular Air,162.11,125.99,5.26,Parhena Norris,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,232,Small Box,0.55,8/27/2010
6596,46948,5/20/2010,Low,10,64.13,0.1,Regular Air,-28.97,6.54,5.27,Mike Kennedy,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones¨ Four-Pocket Poly Binders,Small Box,0.36,5/24/2010
6644,47267,12/29/2010,Medium,24,492.71,0.02,Regular Air,67.01,19.98,8.68,Theone Pippenger,Manitoba,Prarie,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,12/30/2010
6645,47267,12/29/2010,Medium,14,1042.06,0.04,Delivery Truck,-931.25,70.89,89.3,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Tables,KI Conference Tables,Jumbo Box,0.69,12/30/2010
6806,48480,1/2/2010,Critical,32,11103.75,0.1,Delivery Truck,-522.59,370.98,99,Sean Wendt,Manitoba,Prarie,Corporate,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,1/5/2010
6852,48800,10/22/2010,Not Specified,8,28761.52,0.04,Regular Air,285.11,3499.99,24.49,Parhena Norris,Manitoba,Prarie,Home Office,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box,0.37,10/23/2010
7009,50048,1/18/2010,High,14,35.48,0.09,Regular Air,-9.19,2.58,1.3,Chad Sievert,Manitoba,Prarie,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole¨ Pencils,Wrap Bag,0.59,1/20/2010
7010,50048,1/18/2010,High,1,15,0.05,Regular Air,-11.02,6.84,8.37,Chad Sievert,Manitoba,Prarie,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58,1/20/2010
7152,51041,7/29/2010,High,47,2766.818,0.03,Regular Air,846.95,65.99,5.92,Neil Ducich,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,252,Small Box,0.55,7/30/2010
7194,51328,10/26/2010,Low,38,689.67,0.07,Regular Air,51.47,18.7,8.99,Sarah Jordon,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Small Pack,0.47,10/31/2010
7263,51814,9/24/2010,Critical,13,104.51,0.04,Regular Air,-9.28,7.84,4.71,Michael Granlund,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,XtraLife¨ ClearVueª Slant-D¨ Ring Binders by Cardinal,Small Box,0.35,9/26/2010
7852,56135,11/13/2010,Medium,8,1118.82,0.04,Delivery Truck,-320.30,140.98,36.09,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,11/15/2010
7853,56135,11/13/2010,Medium,48,79.75,0.1,Regular Air,-41.32,1.81,1.56,Theone Pippenger,Manitoba,Prarie,Corporate,Office Supplies,Rubber Bands,Colored Push Pins,Wrap Bag,0.49,11/14/2010
8120,57986,10/29/2010,High,14,199.93,0.1,Regular Air,-105.33,14.81,13.32,Dennis Bolton,Manitoba,Prarie,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box,0.43,10/29/2010
8215,58725,5/20/2010,Not Specified,39,335.35,0.05,Regular Air,-134.97,8.74,8.29,Joel Jenkins,Manitoba,Prarie,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,5/21/2010
503,3463,8/17/2010,Critical,43,264.75,0.08,Regular Air,-212.51,6.48,8.4,Julia Dunbar,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 212,Small Box,0.37,8/18/2010
591,4034,11/13/2010,Not Specified,44,3367.24,0.07,Regular Air,-1183.69,79.52,48.2,Christine Sundaresam,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,Eldon Cleatmat Plusª Chair Mats for High Pile Carpets,Medium Box,0.74,11/14/2010
592,4034,11/13/2010,Not Specified,37,5723.24,0,Delivery Truck,-194.97,145.98,51.92,Christine Sundaresam,Manitoba,Prarie,Small Business,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box,0.69,11/14/2010
593,4037,3/23/2010,High,27,188.07,0,Regular Air,-101.85,6.48,7.86,Bruce Stewart,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 213,Small Box,0.37,3/24/2010
775,5538,12/24/2010,Critical,43,1281.28,0.05,Regular Air,415.85,29.17,6.27,Julia Dunbar,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies,Small Box,0.37,12/26/2010
776,5538,12/24/2010,Critical,13,1940.31,0.03,Delivery Truck,-668.19,146.05,80.2,Julia Dunbar,Manitoba,Prarie,Consumer,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,12/25/2010
777,5538,12/24/2010,Critical,4,430.848,0.06,Regular Air,-492.77,125.99,5.63,Julia Dunbar,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,8290,Small Box,0.6,12/27/2010
814,5863,11/21/2010,Medium,40,933.21,0.05,Regular Air,207.18,22.98,7.58,Guy Thornton,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,11/22/2010
997,7175,2/7/2010,Critical,10,748.25,0.05,Delivery Truck,-86.99,70.98,26.74,Helen Andreada,Manitoba,Prarie,Corporate,Furniture,Bookcases,"Hon Metal Bookcases, Black",Jumbo Box,0.6,2/9/2010
1207,8834,11/8/2010,High,1,16.73,0.08,Regular Air,-6.96,12.64,4.98,Ken Lonsdale,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack,0.48,11/9/2010
1408,10242,12/12/2010,Medium,32,690.88,0.08,Regular Air,119.25,22.98,7.58,Maria Bertelson,Manitoba,Prarie,Home Office,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,12/13/2010
2118,15109,12/14/2010,Not Specified,11,230.72,0.08,Regular Air,-68.76,20.95,5.99,Maria Bertelson,Manitoba,Prarie,Home Office,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.65,12/17/2010
2119,15109,12/14/2010,Not Specified,45,293.47,0.06,Regular Air,-205.38,6.48,8.4,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 212,Small Box,0.37,12/16/2010
2120,15109,12/14/2010,Not Specified,33,88.7,0.06,Regular Air,-89.13,2.52,4.28,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTankª Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Wrap Bag,0.44,12/16/2010
2121,15109,12/14/2010,Not Specified,23,262.78,0.04,Regular Air,19.36,10.98,3.37,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars¨ Softgrip Scissors,Small Pack,0.57,12/15/2010
2122,15109,12/14/2010,Not Specified,10,142.15,0.09,Regular Air,-58.18,14.03,9.37,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,12/16/2010
2146,15332,5/30/2010,Not Specified,6,321.71,0.1,Regular Air,-2.73,52.4,16.11,Maria Bertelson,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Laser Imprintable Binding System Covers,Small Box,0.39,6/1/2010
2242,16165,7/22/2010,Not Specified,4,136.68,0.01,Express Air,-125.16,30.73,4,Hallie Redmond,Manitoba,Prarie,Small Business,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,7/24/2010
